iter	RMSE
527	0.05622770356
528	0.05613941808
529	0.05607965332
530	0.05596927454
531	0.05593001299
532	0.05586491193
533	0.05577933387
534	0.0557707124
535	0.05576422984
536	0.05572851841
537	0.05566469369
538	0.05559285492
539	0.05555059279
540	0.05546503232
541	0.05539948632
542	0.05533402525
543	0.05525737115
544	0.05522562282
545	0.05519070359
546	0.0551098247
547	0.05509909838
548	0.05502378954
549	0.05496484632
550	0.05493090932
551	0.05483602743
552	0.05474994046
553	0.05468518365
554	0.05462695397
555	0.05452238935
556	0.0544519312
557	0.05442618026
558	0.05441717266
559	0.05435296947
560	0.05433020529
561	0.05427655665
562	0.05422222594
563	0.05420014446
564	0.05419354077
565	0.05414852877
566	0.05405985541
567	0.05402026341
568	0.05393217778
569	0.05379886432
570	0.05379109148
571	0.0537302426
572	0.05367466638
573	0.05361700155
574	0.05352786048
575	0.05347463426
576	0.05346730146
577	0.05340734189
578	0.05332369454
579	0.05326706673
580	0.05322351902
581	0.05316812141
582	0.05311289156
583	0.05305236399
584	0.05297772547
585	0.05294467712
586	0.05289151033
587	0.05284048771
588	0.0528022353
589	0.05270799244
590	0.05264442557
591	0.05256559202
592	0.05248543647
593	0.05241658273
594	0.05241009287
595	0.05236082947
596	0.05227412018
597	0.05218997775
598	0.05215731568
599	0.05213959986
600	0.05206056954
601	0.05202344031
602	0.05197075608
603	0.05187761519
604	0.05184606614
605	0.05176407855
606	0.05174248821
607	0.05171593179
608	0.05170822358
609	0.05167104747
610	0.05166589041
611	0.05161742459
612	0.05158783469
613	0.05154190139
614	0.0514532373
615	0.05139580192
616	0.05134106212
617	0.05126390856
618	0.05117400365
619	0.05109244824
620	0.05106143807
621	0.05105253192
622	0.05095173781
623	0.05088089061
624	0.05079137815
625	0.05073266506
626	0.05070697143
627	0.05062792656
628	0.05055725637
629	0.05047202557
630	0.0504506319
631	0.05038827087
632	0.05036789615
633	0.05033693564
634	0.05030475343
635	0.05024309151
636	0.05016105059
637	0.05013982974
638	0.05006382226
639	0.05003786611
640	0.04998635603
641	0.04995197189
642	0.04985825218
643	0.0497866893
644	0.04975133628
645	0.04967434009
646	0.04966682621
647	0.04964235209
648	0.04956617357
649	0.04954285109
650	0.04949421358
651	0.04943835628
652	0.04939367812
653	0.04936245107
654	0.04929614609
655	0.04920989226
656	0.04913442879
657	0.04907411716
658	0.04902047881
659	0.04895319919
660	0.04886491848
661	0.04880507217
662	0.04875307502
663	0.04867622789
664	0.04861710298
665	0.04859580335
666	0.04852746172
667	0.04845246056
668	0.04843424876
669	0.0484015068
670	0.04837524363
671	0.04833030872
672	0.04825918161
673	0.0481827776
674	0.04811824361
675	0.04808101865
676	0.0480049738
677	0.04792755154
678	0.04791938353
679	0.04786721781
680	0.04784138392
681	0.04778472907
682	0.04774399325
683	0.04768838108
684	0.04765057357
685	0.04757949999
686	0.04753782782
687	0.04746946205
688	0.04741634745
689	0.04740735268
690	0.04731327357
691	0.04725291005
692	0.04723613147
693	0.04721183255
694	0.04717655844
695	0.04711197058
696	0.04710651947
697	0.04707303787
698	0.04702398337
699	0.04699500893
700	0.04692496235
701	0.0468668711
702	0.04680820328
703	0.0467875843
704	0.0467002321
705	0.04664835935
706	0.04660028284
707	0.04652542894
708	0.04648737825
709	0.04640439242
710	0.04635923187
711	0.04629857351
712	0.04624921088
713	0.04621604604
714	0.04615818315
715	0.04611203541
716	0.04604887706
717	0.04599909383
718	0.04599268616
719	0.04591782169
720	0.04589580119
721	0.04584515687
722	0.04578608835
723	0.04571049413
724	0.04565978931
725	0.04563529375
726	0.04558838211
727	0.04551895403
728	0.04546612994
729	0.04541881662
730	0.04535578693
731	0.04535065194
732	0.04528235082
733	0.04525656268
734	0.04520943548
735	0.04519845732
736	0.04517791841
737	0.04510468013
738	0.04506954469
739	0.04501626004
740	0.04495760724
741	0.04490017808
742	0.04488037123
743	0.04483196569
744	0.04478541802
745	0.04474356982
746	0.04471932551
747	0.04465718058
748	0.04459315995
749	0.04455981692
750	0.04453430913
751	0.04448794263
752	0.04447934571
753	0.04444504369
754	0.04441349049
755	0.04440965546
756	0.04439387113
757	0.0443632048
758	0.04431928756
759	0.04425627795
760	0.044174542
761	0.04410612949
762	0.04406205221
763	0.04401876513
764	0.0439930791
765	0.04391832711
766	0.04388650585
767	0.04383491059
768	0.04377346999
769	0.04374038369
770	0.04367905573
771	0.04364124106
772	0.04359341525
773	0.04352215006
774	0.04351775783
775	0.04351386169
776	0.04344571844
777	0.04337167534
778	0.04333339327
779	0.04333012382
780	0.04332690983
781	0.04327467186
782	0.04316924109
783	0.04312566621
784	0.04308822472
785	0.04303655858
786	0.04295697729
787	0.0429389327
788	0.04287910192
789	0.04287590423
790	0.04284419373
791	0.04281316513
792	0.0427688494
793	0.04269914532
794	0.04269540544
795	0.04265222207
796	0.04256978211
797	0.04252670035
798	0.04248538443
799	0.04241934485
800	0.04235323909
801	0.0422944822
802	0.04221432482
803	0.04218903639
804	0.0421442914
805	0.04214063898
806	0.04208667208
807	0.04208176539
808	0.04200461046
809	0.04195178559
810	0.04189621032
811	0.04185727082
812	0.04181573458
813	0.04175323287
814	0.04170295647
815	0.04164142997
816	0.04157183675
817	0.04155663704
818	0.04152177364
819	0.04150806638
820	0.04146990541
821	0.04144292779
822	0.04136797097
823	0.04130665343
824	0.04124107214
825	0.04120066225
826	0.04117885393
827	0.0411562048
828	0.04111183893
829	0.04109562358
830	0.04105845381
831	0.04102072154
832	0.04096777355
833	0.04092636166
834	0.04089268782
835	0.04083952056
836	0.04083532231
837	0.04083285931
838	0.04078778523
839	0.04073186348
840	0.04067067263
841	0.0406366199
842	0.04061556408
843	0.04057726492
844	0.04049707817
845	0.04042755387
846	0.04038819803
847	0.0403636114
848	0.0403172522
849	0.04026372192
850	0.04022132689
851	0.04017785765
852	0.04012529478
853	0.04005832206
854	0.04005558797
855	0.04000174292
856	0.03994361584
857	0.03990996512
858	0.03989097753
859	0.03983421383
860	0.03979132507
861	0.03978857949
862	0.03970056084
863	0.03966676245
864	0.03964553365
865	0.03961249058
866	0.03956634401
867	0.03950995618
868	0.03944920925
869	0.03938858695
870	0.0393339932
871	0.03930876011
872	0.03927055052
873	0.03923706681
874	0.03919179407
875	0.03913944657
876	0.03907962493
877	0.03904172516
878	0.03897335446
879	0.03891176303
880	0.03888924415
881	0.03884625272
882	0.03881732355
883	0.03878144361
884	0.03873058771
885	0.03869228722
886	0.03865455396
887	0.03863356482
888	0.03857001113
889	0.03855886532
890	0.03848993877
891	0.03847400518
892	0.03843702756
893	0.03841344395
894	0.03837532229
895	0.03831203587
896	0.03826133389
897	0.03820293482
898	0.03818579276
899	0.03813287438
900	0.0381279973
901	0.03810513886
902	0.03807049175
903	0.03804986972
904	0.03801151604
905	0.03798289776
906	0.03795273456
907	0.03787482373
908	0.03782838122
909	0.03776364296
910	0.03770827329
911	0.03765980836
912	0.03762913855
913	0.03758910454
914	0.03756205892
915	0.03750849834
916	0.03745318116
917	0.03740810537
918	0.03737413359
919	0.03735347832
920	0.03731457674
921	0.03725302563
922	0.03720781844
923	0.03717070918
924	0.03714731942
925	0.03708390241
926	0.03705531431
927	0.03697256146
928	0.03692868314
929	0.03691764017
930	0.0368805999
931	0.03683348535
932	0.03682081946
933	0.03678767817
934	0.03674755388
935	0.03671146578
936	0.03666112094
937	0.0366150132
938	0.03653721818
939	0.03648239098
940	0.03647217587
941	0.03640704915
942	0.03640331032
943	0.03636191877
944	0.03631904785
945	0.03627056197
946	0.03622177123
947	0.03618510103
948	0.03612815091
949	0.03608161171
950	0.03606347602
951	0.03602964304
952	0.03596611852
953	0.03591668724
954	0.03586113537
955	0.03580397322
956	0.03576093982
957	0.03571255561
958	0.03564455832
959	0.03560612701
960	0.03559110648
961	0.03556181088
962	0.03550931585
963	0.03546677699
964	0.03541197399
965	0.03535672901
966	0.03532185866
967	0.0353185107
968	0.03530007072
969	0.03525194556
970	0.03523043032
971	0.03519716429
972	0.03519468436
973	0.03515723574
974	0.03514114637
975	0.03509678802
976	0.03505876671
977	0.03504898526
978	0.03500125327
979	0.03498436669
980	0.03498032647
981	0.03497838433
982	0.0349383255
983	0.03492110447
984	0.03486956733
985	0.03483096306
986	0.0347817014
987	0.03475083044
988	0.03471920551
989	0.03468884702
990	0.03464805758
991	0.0346290247
992	0.03456231596
993	0.03451291318
994	0.03446778412
995	0.03437823087
996	0.03434523759
997	0.03430356931
998	0.03428023128
999	0.03423544527
